,X1,Y1,X2,Y2,X3,Y3,X4,Y4
23,-1.026004448,-0.644458111,1.10984814,-1.87150139,0.12631586,-0.79694704,0.84643629,1.47980195
24,-0.728891229,-0.365425877,0.70758835,0.32117789,1.27226678,-1.26831326,0.17819019,-1.352902245
25,-0.625039268,1.750106115,-0.3636573,-0.34835687,-0.71846622,1.6750522,-0.87525548,-0.864819234
26,-1.686693311,-0.904953898,0.05974994,0.65506555,-0.45033862,0.90130809,0.94116581,1.18200197
27,0.837787044,0.361054629,-0.70459646,0.27738435,2.39745248,-0.63333713,0.17058808,0.732749591
28,0.153373118,0.100966817,-0.71721816,0.97722543,0.01112919,0.13041709,-1.06349791,-0.86343669
29,-1.138136937,-1.132577175,0.8846505,0.91088538,1.63356842,-0.86390827,-1.38804905,-2.107022363
30,1.253814921,0.116764152,-1.01559258,0.49477453,-1.43850664,0.56357827,2.08671743,3.05221612
31,0.426464221,1.508520492,1.95529397,0.07901753,-0.1905168,0.75397377,-0.67850315,1.066915653
32,-0.295071483,0.407243331,-0.09031959,-1.14508063,0.3784239,-0.80150419,-1.85557165,-0.955837128
33,0.895125661,0.175501771,0.21453883,-0.82458308,0.30003855,-1.65459557,0.53325936,-1.415724132
34,0.878133488,-0.290776809,-0.7385277,1.87371101,-1.00563626,0.91238925,0.31023026,1.706704139
35,0.821581082,-1.930010059,-0.57438869,0.65309454,0.01925927,1.93082898,-1.35383434,-1.396351939
36,0.688640254,1.234633252,-1.31701613,-1.42005508,-1.07742065,1.64130245,-1.94295641,-1.39861257
37,0.553917654,-1.377552423,-0.18292539,-1.27623327,0.71270333,0.6093448,-0.11630252,0.506893744
38,-0.061911711,0.730660754,0.4189824,-0.40189257,1.08477509,-0.48726885,1.13939629,1.031316256
39,-0.305962664,1.86320917,0.32430434,0.71011332,-2.2249877,1.12693322,0.63612404,0.554499597
40,-0.380471001,-1.500963811,-0.78153649,0.27325426,1.23569346,-1.16608176,-0.49293742,0.531149019
41,-0.694706979,0.597578289,-0.78862197,1.00272602,-1.2410445,0.6947666,-0.83418823,-0.114244427
42,-0.207917278,-0.293385081,-0.50219872,1.20006076,0.45476927,-0.82341981,0.27106676,1.258618335
43,-1.265396352,-1.761953612,1.49606067,0.95294571,0.65990264,0.18944323,0.15735335,2.538706509
44,2.168955965,-1.189324259,-1.13730362,0.60192247,-0.19988983,-1.04144944,0.62971175,1.287830493
45,1.207961998,-1.420341874,-0.17905159,0.03396286,-0.64511396,1.36955502,-0.39579795,-0.184458813
46,-1.123108583,-0.69937281,1.90236182,-2.66637103,0.16532102,0.73520209,0.89935405,-1.320272598
47,-0.402884835,-1.52218831,-0.10097489,0.14779554,0.4388187,-1.54090095,-0.83081153,1.869210591
48,-0.466655354,0.61791847,-1.3598407,0.08087348,0.88330282,-0.0494842,-0.3305447,-0.809916075
49,0.779965118,2.217103708,-0.66476944,-0.65492025,-2.05233698,4.0310495,0.74081452,3.108141094
50,-0.083369066,-1.299535836,0.48545998,-0.41292702,-1.63637927,0.71916035,0.98997161,1.354715461
51,0.253318514,0.825736625,-0.37560287,1.19523255,1.43040234,-0.27080958,-1.9385047,-0.380689456
52,-0.028546755,0.764760228,-0.56187636,-1.72304783,1.04662885,-1.59857235,0.10719041,-0.003591818
53,-0.042870457,0.32577201,-0.34391723,-0.26219901,0.43528895,0.77118604,0.60877901,1.114161976
54,1.368602284,-0.803086266,0.09049665,0.07319889,0.71517841,-0.30801444,-1.45082431,-1.222358091
55,-0.225770986,-0.153318254,1.59850877,-1.66049178,0.91717492,0.93651896,0.4806256,0.289698645
56,1.516470604,-0.052924745,-0.08856511,0.3764142,-2.6609228,0.61654905,-0.82817427,-0.940286352
57,-1.548752804,0.330676613,1.0807995,-0.10735384,1.1102771,-0.91731402,1.02025301,2.022884818
58,0.58461375,-0.284746694,0.63075412,-0.33579813,-0.4849876,-0.14863485,0.53848203,0.331639065
59,0.123854244,0.995551523,-0.1136399,-2.41135104,0.23061683,-0.377146,0.76905229,-1.276320722
60,0.215941569,-0.342189622,-1.532902,3.30725111,-0.2951578,-0.39935566,0.12071933,-0.076377113
61,0.379639483,1.109657388,-0.52111732,0.04483705,0.87196495,-1.51397624,0.86364843,1.394802555
62,-0.502323453,-1.124525525,-0.48987045,0.8863311,-0.34847245,0.85053088,1.38051453,1.983165099
63,-0.333207384,-1.310136352,0.04715443,0.25113236,0.51850377,-1.49201365,1.96624802,2.563153353
64,-1.018575383,3.088253627,1.30019868,0.40057787,-0.39068498,1.78876521,-0.02839505,-1.720212625
65,-1.071791226,-0.577626272,2.29307897,-0.28301846,-1.09278721,-0.33383256,-2.24905109,-1.857818521
66,0.303528641,0.343756888,1.54758106,-0.95263208,1.21001051,-0.84272905,0.031526,0.999069954
67,0.448209779,0.703801141,-0.13315096,0.44208024,0.74090001,-0.04491272,0.20556121,1.480084278
68,0.053004227,-0.475829992,-1.7565274,-0.10227568,1.72426224,-0.75818921,-0.15534535,-0.378753165
69,0.922267468,0.655202164,-0.38877986,1.04353735,0.06515393,-0.35256673,0.56828862,0.240713148
70,2.050084686,0.67647723,0.08920722,-0.50385781,1.12500275,-0.79800015,1.01067796,2.488409017
71,-0.491031166,-0.289035183,0.845013,2.01116711,1.97541905,-0.57956271,-0.51798243,-2.180730652
72,-2.309168876,-0.281082298,0.96252797,-2.11306232,-0.28148212,-1.23690987,-0.29409533,-0.727984351
73,1.005738524,0.116793525,0.68430943,-0.79245577,-1.32295111,0.25016216,0.39784221,0.851325866
74,-0.709200763,2.022071785,-1.39527435,1.49511155,-0.23935157,0.50709654,-0.55022374,-2.162495269
75,-0.688008616,-0.844537389,0.84964305,0.10230388,-0.21404124,-0.27782981,0.09126738,0.369982572
76,1.02557137,-0.942160562,-0.44655722,-0.37513357,0.1516805,1.2516932,-1.9617076,-0.064226502
77,-0.284773007,-0.004927552,0.1748027,-1.08068604,1.71230498,-0.66234402,-1.11989972,-1.112761378
78,-1.220717712,0.127373093,0.07455118,0.10869114,-0.32614389,0.32655899,-1.32775548,-1.592931946
79,0.18130348,0.463719001,0.42816676,-0.21982746,0.37300466,-1.79870095,-0.8536237,-0.370175746
80,-0.138891362,-0.479199037,0.02467498,-1.80212523,-0.22768406,0.2036938,-0.69330453,-0.965443653
81,0.005764186,-1.062461506,-1.6674751,0.83493911,0.02045071,-0.33236742,0.38230514,1.191882465
82,0.385280401,1.320977236,0.73649596,-0.16328775,0.31405766,-0.34731149,0.982113,1.876727337
83,-0.370660032,-0.405249393,0.38602657,-0.01056636,1.3282147,-2.21756669,-0.72738353,-0.717418033
84,0.644376549,-0.76885638,-0.26565163,-0.92750426,0.12131838,0.40402971,-0.99683898,-2.16356275
85,-0.220486562,-0.269352553,0.11814451,0.41942391,0.71284232,-1.59497345,-1.04168886,-2.349492698
86,0.331781964,-0.1474086,0.13403865,1.31423159,0.77886003,-0.8337328,-0.41458873,-1.003440205
87,1.096839013,1.274446142,0.22101947,0.35014706,0.91477327,-0.33209732,-0.23902907,0.560741723
88,0.435181491,0.150014516,1.64084617,-1.92319463,-0.57439455,-0.33548804,0.48361753,-1.479423816
89,-0.325931586,0.705164047,-0.21905038,-0.33050129,1.62688121,-0.68597594,-0.32132484,-2.204436752
90,1.148807618,-0.326970874,0.16806538,0.26543224,-0.38095674,-1.01936415,-2.07848927,-2.711484201
91,0.993503856,0.363470888,1.16838387,-1.20786989,-0.10578417,-2.72726303,-0.09143428,0.303874915
92,0.54839696,-0.242426368,1.05418102,-2.66365323,1.40405027,-0.63019122,1.18718681,0.261748894
93,0.238731735,0.130393288,1.14526311,0.33452453,1.29408391,-0.16884562,1.19160127,2.066434293
94,-0.627906076,-0.989549269,-0.577468,-0.55229297,-1.08999187,0.56434824,-0.78896322,-0.447703616
95,1.360652449,-1.106703666,2.00248273,-1.53475198,-0.873071,1.18512163,-1.54777654,-1.702938396
96,-0.600259587,1.907174447,0.06670087,1.47188419,-1.35807906,-0.09661486,2.45806049,3.252308023
97,2.187332993,0.928808773,1.86685184,-1.67023382,0.18184719,-0.26898942,-0.16242194,0.22756744
98,1.532610626,-1.021379768,-1.35090269,1.49416483,0.16484087,-2.07009425,-0.09745125,-0.542411765
99,-0.235700359,-0.646520971,0.02098359,-1.270755,0.36411469,0.89717144,0.42057419,0.647483381
100,-1.0264209,-1.33944322,1.24991457,-0.9545014,0.55215771,1.42922784,-1.61403946,-0.950385704
