Sample_Size,Sample_Mean
392,100    ,9.977549
393,100   ,10.442589
394,100    ,9.145751
395,100   ,10.186569
396,100    ,9.638478
397,100    ,9.690701
398,100   ,10.475584
399,100    ,9.872303
400,100    ,9.975721
401,100   ,10.398422
402,100   ,10.070577
403,100    ,9.766603
404,100   ,10.751733
405,100   ,11.154220
406,100    ,8.651271
407,100    ,9.705709
408,100   ,10.039794
409,100   ,10.216013
410,100   ,10.222781
411,100    ,9.575338
412,100    ,9.559726
413,100    ,9.768078
414,100   ,10.328532
415,100   ,10.480058
416,100    ,9.145427
417,100   ,10.597406
418,100   ,10.530658
419,100    ,9.384546
420,100    ,9.906540
421,100   ,10.119053
422,100    ,9.726843
423,100    ,9.836560
424,100   ,10.016847
425,100   ,10.063111
426,100   ,11.016555
427,100   ,11.255921
428,100    ,9.042995
429,100    ,9.281929
430,100    ,9.449167
431,100   ,10.241083
432,100   ,10.298714
433,100   ,10.505893
434,100    ,9.639941
435,100    ,9.700389
436,100   ,10.200650
437,100    ,9.594983
438,100   ,10.787828
439,100    ,9.966529
440,100   ,10.677305
441,100   ,10.279731
442,100    ,9.827597
443,100    ,9.953658
444,100    ,9.222206
445,100   ,10.320776
446,100    ,9.548790
447,100    ,9.757479
448,100    ,9.979545
449,100   ,10.295535
450,100   ,10.228215
451,100    ,9.845344
452,100   ,10.129851
453,100    ,9.967569
454,100    ,9.742934
455,100   ,10.492348
456,100    ,9.533076
457,100    ,9.804554
458,100    ,9.582546
459,100    ,9.958173
460,100    ,9.668698
461,100   ,10.420222
462,100    ,9.194250
463,100   ,10.039126
464,100    ,9.761287
465,100   ,10.603316
466,100   ,10.562223
467,100    ,9.696566
468,100   ,12.073282
469,100   ,10.393635
470,100   ,10.755282
471,100   ,10.193250
472,100   ,10.520124
473,100    ,9.669370
474,100   ,10.603437
475,100   ,11.044635
476,100   ,10.538395
477,100    ,9.552636
478,100   ,10.280322
479,100    ,9.615862
480,100   ,10.684626
481,100   ,10.497143
482,100    ,9.982863
483,100   ,10.116943
484,100    ,9.455626
485,100   ,10.547549
486,100    ,9.693475
487,100   ,10.013571
488,100    ,9.940415
489,100    ,9.712447
490,100    ,9.639142
491,100    ,9.826380
492,100   ,10.221281
493,100   ,10.042301
494,100   ,10.230833
495,100   ,10.275007
496,100   ,10.350977
497,100    ,9.872214
498,100   ,10.294462
499,100   ,10.018438
500,100   ,10.804791
