Sample_Size,Sample_Mean
103,100    ,9.782166
104,100   ,10.398692
105,100    ,9.679434
106,100   ,10.211693
107,100    ,9.466804
108,100   ,10.648280
109,100    ,9.436584
110,100    ,9.876138
111,100   ,10.769085
112,100   ,10.060807
113,100    ,9.474624
114,100   ,10.878146
115,100    ,9.702750
116,100    ,9.993056
117,100   ,10.117312
118,100    ,9.473164
119,100    ,9.626517
120,100   ,10.731956
121,100    ,9.620695
122,100   ,10.383511
123,100    ,9.356325
124,100    ,9.842927
125,100   ,10.496007
126,100   ,10.395814
127,100   ,10.386979
128,100    ,9.480224
129,100   ,10.091677
130,100    ,9.922413
131,100    ,9.513151
132,100   ,10.431022
133,100    ,9.951914
134,100   ,10.016868
135,100    ,9.908784
136,100   ,10.486930
137,100    ,8.777069
138,100   ,10.717652
139,100   ,10.438149
140,100   ,10.212558
141,100   ,10.711997
142,100   ,10.146715
143,100   ,11.106432
144,100    ,9.296337
145,100   ,10.724082
146,100    ,9.144414
147,100    ,9.506404
148,100   ,10.506713
149,100   ,10.146314
150,100   ,10.458309
151,100   ,10.684261
152,100   ,10.481691
153,100   ,10.156898
154,100   ,10.012581
155,100    ,9.846829
156,100   ,10.719208
157,100    ,9.897815
158,100    ,9.698869
159,100   ,10.232255
160,100   ,10.142072
161,100   ,10.049331
162,100    ,9.995407
163,100   ,10.382077
164,100   ,10.021967
165,100    ,9.887484
166,100   ,10.486398
167,100   ,10.096273
168,100    ,9.943046
169,100    ,9.974735
170,100   ,10.340605
171,100   ,10.653703
172,100   ,10.035405
173,100    ,9.594404
174,100   ,10.884465
175,100   ,10.678739
176,100    ,9.467577
177,100   ,10.215794
178,100   ,10.146138
179,100    ,9.762079
180,100    ,9.173282
181,100    ,9.484953
182,100   ,10.678884
183,100   ,10.611313
184,100    ,9.431451
185,100   ,10.162116
186,100    ,9.333576
187,100    ,9.554605
188,100   ,10.152598
189,100   ,10.771274
190,100   ,10.445688
191,100    ,9.708540
192,100   ,10.582332
193,100    ,9.917875
194,100    ,9.698520
195,100   ,10.041589
196,100   ,10.148678
197,100    ,9.190167
198,100    ,9.405986
199,100    ,9.539587
200,100    ,9.841602
201,100   ,10.128584
202,100   ,11.269082
203,100   ,10.030428
204,100    ,9.924549
205,100    ,9.670810
206,100   ,10.579001
207,100    ,9.756670
208,100   ,10.382142
209,100    ,9.599505
210,100    ,9.962210
211,100    ,9.440810
212,100   ,10.122911
213,100   ,10.754299
214,100    ,9.996133
215,100   ,10.758033
216,100    ,9.961120
217,100    ,9.385188
218,100    ,9.853749
219,100   ,10.185551
220,100    ,9.797283
221,100   ,10.913127
222,100    ,9.347722
223,100    ,9.987559
224,100    ,9.440165
225,100   ,10.514320
226,100   ,10.713848
227,100   ,10.519615
228,100   ,10.542283
229,100    ,9.485269
230,100   ,10.443963
231,100   ,10.141872
232,100    ,9.571983
233,100   ,10.001078
234,100   ,10.576662
235,100    ,9.852209
236,100    ,9.869179
237,100   ,10.436523
238,100    ,9.943766
239,100   ,10.046624
240,100   ,10.419372
241,100    ,9.665854
242,100    ,9.528800
243,100   ,11.146890
244,100   ,10.477446
245,100    ,9.615412
246,100   ,10.466782
247,100    ,9.852293
248,100   ,10.986703
249,100    ,9.967051
250,100   ,10.160216
251,100    ,9.919603
252,100   ,10.459309
253,100    ,9.741368
254,100    ,9.661751
255,100    ,9.954996
256,100   ,10.762560
257,100    ,9.851048
258,100    ,9.480201
259,100   ,10.004318
260,100    ,9.318362
261,100   ,10.197092
262,100   ,11.314073
263,100   ,10.083395
264,100   ,10.153535
265,100   ,10.633342
266,100    ,9.150960
267,100    ,9.343504
268,100   ,11.239752
269,100   ,10.493861
270,100   ,10.482166
271,100    ,9.816419
272,100   ,10.288145
273,100    ,9.974025
274,100    ,9.877700
275,100    ,9.918409
276,100   ,10.238544
277,100    ,9.447505
278,100   ,10.243892
279,100   ,11.023435
280,100    ,9.658646
281,100    ,9.511930
282,100    ,9.642511
283,100   ,10.111186
284,100    ,9.786229
285,100    ,9.998744
286,100    ,9.340888
287,100   ,10.037206
288,100    ,9.333432
289,100   ,10.709393
290,100    ,9.176421
291,100    ,9.320739
292,100   ,10.170379
293,100   ,10.294365
294,100    ,9.735203
295,100   ,10.059248
296,100   ,10.366549
297,100    ,9.787411
298,100    ,8.610757
299,100    ,9.964640
300,100    ,9.386558
301,100    ,9.810455
302,100   ,10.033521
303,100   ,10.214889
304,100   ,10.334917
305,100    ,9.476831
306,100    ,9.553670
307,100   ,10.321820
308,100    ,9.565334
309,100    ,9.636636
310,100    ,9.896603
311,100    ,9.552326
312,100    ,9.650166
313,100   ,10.303978
314,100   ,11.148530
315,100   ,10.331751
316,100   ,10.278323
317,100    ,9.352928
318,100    ,9.739837
319,100   ,10.433958
320,100    ,9.911921
321,100   ,10.324250
322,100    ,9.456206
323,100   ,10.242305
324,100   ,10.114770
325,100   ,10.309021
326,100   ,10.412593
327,100    ,9.907334
328,100   ,10.022128
329,100    ,9.883149
330,100   ,10.304133
331,100   ,10.108859
332,100   ,10.519558
333,100    ,9.699688
334,100    ,9.715221
335,100    ,9.936221
336,100   ,10.116603
337,100   ,10.172048
338,100   ,10.135263
339,100   ,10.100421
340,100   ,10.087017
341,100   ,10.116866
342,100   ,10.833734
343,100    ,9.423901
344,100   ,10.619033
345,100   ,10.270719
346,100   ,10.181222
347,100   ,10.109248
348,100   ,10.768829
349,100    ,9.944733
350,100   ,10.526195
351,100   ,10.557504
352,100   ,10.486561
353,100   ,10.553632
354,100    ,9.782751
355,100   ,10.719680
356,100   ,10.441399
357,100   ,10.104263
358,100   ,10.119957
359,100   ,10.341853
360,100   ,10.096829
361,100    ,9.887614
362,100    ,9.447001
363,100    ,9.736158
364,100    ,9.851795
365,100   ,10.663558
366,100   ,10.780623
367,100   ,10.215813
368,100    ,9.924070
369,100    ,9.976621
370,100   ,10.496051
371,100    ,9.352180
372,100   ,11.136054
373,100   ,10.849865
374,100    ,9.502226
375,100   ,10.333929
376,100    ,9.436826
377,100    ,9.342668
378,100   ,10.410122
379,100    ,9.707244
380,100   ,10.183292
381,100    ,9.528001
382,100    ,9.711558
383,100   ,10.755809
384,100   ,10.605206
385,100    ,9.198455
386,100    ,9.948972
387,100   ,10.824327
388,100    ,9.820628
389,100   ,10.605900
390,100    ,9.747162
391,100   ,10.096861
392,100    ,9.545107
393,100    ,9.276738
394,100    ,9.963922
395,100   ,10.313815
396,100    ,9.372841
397,100    ,9.374625
398,100   ,10.089727
399,100   ,10.235627
400,100   ,10.303434
401,100   ,10.500955
402,100    ,9.446738
403,100    ,9.951310
404,100   ,10.001653
405,100   ,10.241372
406,100    ,9.335853
407,100    ,9.559930
408,100   ,10.309543
409,100   ,10.182306
410,100   ,10.100268
411,100    ,9.642114
412,100   ,10.930988
413,100   ,10.854854
414,100   ,11.077077
415,100   ,10.428231
416,100   ,10.317214
417,100    ,9.826695
418,100    ,9.458873
419,100    ,9.764282
420,100   ,10.357794
421,100    ,9.783218
422,100   ,10.093970
423,100    ,9.905633
424,100    ,9.862039
425,100   ,10.317062
426,100   ,10.641189
427,100   ,10.668907
428,100   ,10.212976
429,100   ,10.105330
430,100    ,9.264087
431,100   ,10.152184
432,100    ,9.571810
433,100    ,9.362832
434,100   ,10.186407
435,100    ,9.827969
436,100    ,8.307437
437,100    ,9.809563
438,100   ,10.333954
439,100    ,9.365293
440,100   ,10.065335
441,100    ,9.815723
442,100    ,9.632456
443,100   ,10.392806
444,100    ,9.863571
445,100    ,9.691184
446,100    ,9.916827
447,100    ,9.536993
448,100   ,10.770726
449,100   ,10.315291
450,100   ,10.454932
451,100    ,9.905404
452,100   ,10.230501
453,100   ,10.906845
454,100   ,10.303691
455,100   ,10.959498
456,100   ,10.369486
457,100    ,9.638256
458,100    ,9.597460
459,100    ,9.467175
460,100   ,10.040252
461,100    ,9.735443
462,100   ,10.478085
463,100    ,9.185296
464,100   ,10.530341
465,100    ,9.745586
466,100    ,9.928233
467,100   ,10.406794
468,100    ,9.797183
469,100    ,9.904613
470,100   ,10.996340
471,100    ,9.555206
472,100   ,10.136385
473,100    ,9.954075
474,100   ,10.494396
475,100   ,10.228299
476,100    ,9.806473
477,100    ,9.028118
478,100   ,10.400141
479,100   ,10.273674
480,100   ,11.105393
481,100    ,9.800798
482,100    ,9.534147
483,100    ,9.237901
484,100   ,10.282512
485,100   ,11.111139
486,100   ,10.329953
487,100    ,9.700512
488,100    ,9.330834
489,100    ,9.528313
490,100   ,10.630011
491,100   ,10.370168
492,100    ,8.857406
493,100   ,10.546491
494,100   ,10.336314
495,100    ,9.775851
496,100   ,10.410301
497,100    ,9.759614
498,100    ,9.867944
499,100    ,9.157317
500,100   ,10.655965
