Sample_Size,Sample_Mean
230,100    ,9.886131
231,100    ,9.540690
232,100   ,10.474025
233,100    ,9.742816
234,100    ,9.205422
235,100   ,10.940914
236,100    ,9.815388
237,100    ,9.571881
238,100   ,10.735083
239,100    ,9.836839
240,100   ,11.087259
241,100   ,10.075047
242,100   ,10.456722
243,100    ,9.738746
244,100    ,9.837266
245,100    ,9.586295
246,100   ,10.345486
247,100   ,10.603545
248,100    ,9.472612
249,100   ,10.051464
250,100   ,10.314324
251,100   ,10.016349
252,100   ,10.297722
253,100   ,10.212614
254,100    ,9.990836
255,100   ,11.217142
256,100   ,10.562196
257,100    ,9.316294
258,100    ,9.746355
259,100   ,10.047458
260,100    ,9.530368
261,100   ,10.310573
262,100   ,10.284596
263,100    ,9.754529
264,100   ,10.050111
265,100   ,10.184386
266,100    ,9.947872
267,100    ,9.103066
268,100    ,9.778953
269,100   ,10.091397
270,100   ,10.721917
271,100   ,10.510165
272,100    ,9.770060
273,100    ,9.827185
274,100   ,10.335204
275,100    ,9.915886
276,100    ,9.863701
277,100   ,10.739593
278,100   ,10.249186
279,100   ,10.059510
280,100   ,10.031121
281,100   ,10.455789
282,100   ,10.063154
283,100    ,9.374449
284,100    ,9.372922
285,100   ,10.142434
286,100   ,10.073134
287,100    ,9.538169
288,100    ,9.648458
289,100   ,10.464585
290,100   ,10.334938
291,100   ,10.046682
292,100    ,9.739202
293,100    ,9.968921
294,100    ,9.465937
295,100   ,10.781261
296,100    ,9.851520
297,100    ,9.968636
298,100   ,10.234177
299,100   ,10.257156
300,100   ,10.365570
301,100   ,10.755343
302,100   ,10.458949
303,100   ,10.067784
304,100    ,9.583635
305,100   ,10.175992
306,100   ,10.293509
307,100    ,9.229243
308,100   ,10.338293
309,100    ,9.752913
310,100   ,10.680399
311,100    ,9.475313
312,100    ,9.765061
313,100   ,10.212436
314,100   ,10.254589
315,100   ,10.112008
316,100   ,10.536539
317,100   ,10.610086
318,100   ,10.315662
319,100   ,10.258129
320,100   ,10.879747
321,100   ,10.045026
322,100    ,9.059073
323,100    ,9.687316
324,100   ,10.084363
325,100   ,10.271741
326,100    ,9.954028
327,100    ,9.923659
328,100   ,10.963406
329,100   ,10.256149
330,100   ,10.921017
331,100   ,10.087836
332,100   ,10.358778
333,100   ,10.885431
334,100   ,10.851757
335,100    ,9.745253
336,100   ,10.110634
337,100    ,9.768922
338,100   ,10.579947
339,100    ,9.009090
340,100    ,9.996972
341,100    ,9.974778
342,100   ,10.081795
343,100    ,9.938977
344,100   ,10.407680
345,100   ,10.402911
346,100   ,10.422261
347,100    ,9.977708
348,100    ,9.713245
349,100   ,10.143678
350,100   ,10.660799
351,100    ,9.752617
352,100   ,11.136487
353,100   ,10.275620
354,100    ,9.219278
355,100    ,9.642082
356,100   ,10.742142
357,100   ,10.146025
358,100   ,10.732118
359,100   ,10.172692
360,100   ,10.844357
361,100    ,9.838808
362,100   ,11.052755
363,100   ,11.144219
364,100    ,9.539840
365,100   ,10.486145
366,100    ,9.940787
367,100   ,11.127433
368,100   ,10.679751
369,100   ,10.628803
370,100   ,10.257289
371,100   ,10.103429
372,100   ,10.273521
373,100    ,9.634021
374,100   ,10.470074
375,100   ,10.008612
376,100   ,10.035592
377,100   ,10.478859
378,100    ,9.874994
379,100   ,10.452141
380,100    ,9.957569
381,100   ,10.019449
382,100    ,9.805631
383,100    ,9.681350
384,100   ,10.567490
385,100    ,9.692216
386,100   ,10.200068
387,100    ,9.858093
388,100   ,10.176477
389,100   ,10.910775
390,100   ,10.653102
391,100    ,9.450996
392,100   ,10.452708
393,100   ,10.229750
394,100   ,10.414679
395,100    ,9.793937
396,100    ,9.330728
397,100    ,9.713609
398,100    ,9.696785
399,100   ,10.397980
400,100    ,9.650120
401,100    ,9.630877
402,100    ,9.790307
403,100   ,10.636653
404,100   ,10.094275
405,100    ,9.527942
406,100   ,10.413536
407,100    ,9.894453
408,100   ,10.600910
409,100   ,10.154617
410,100    ,9.779712
411,100    ,9.585244
412,100    ,9.504567
413,100   ,10.484235
414,100   ,10.641048
415,100   ,11.390876
416,100    ,9.957542
417,100    ,9.317789
418,100    ,9.562514
419,100   ,10.368924
420,100    ,9.696429
421,100    ,9.993444
422,100    ,9.734949
423,100   ,10.963823
424,100   ,10.659382
425,100   ,10.041891
426,100   ,10.770956
427,100    ,9.273126
428,100   ,10.669022
429,100    ,9.700295
430,100    ,9.527218
431,100   ,10.253167
432,100   ,10.325860
433,100   ,10.531467
434,100   ,10.520010
435,100    ,9.493982
436,100   ,10.158032
437,100   ,10.270062
438,100   ,10.604586
439,100   ,10.318523
440,100    ,8.558012
441,100    ,9.652024
442,100   ,10.005934
443,100    ,9.905002
444,100   ,10.907132
445,100   ,10.957988
446,100    ,9.975307
447,100   ,10.124854
448,100   ,10.021736
449,100   ,10.510569
450,100    ,9.885878
451,100    ,9.943141
452,100   ,10.711042
453,100   ,10.158744
454,100   ,11.005313
455,100    ,9.783241
456,100    ,9.712863
457,100   ,10.356722
458,100    ,9.645338
459,100   ,10.310108
460,100    ,9.826034
461,100    ,9.998126
462,100   ,10.338738
463,100    ,9.387993
464,100    ,9.950400
465,100   ,10.804939
466,100    ,9.705631
467,100    ,9.996064
468,100    ,9.697829
469,100    ,9.594056
470,100   ,10.256559
471,100   ,10.586575
472,100   ,10.200922
473,100   ,10.831968
474,100   ,10.165681
475,100    ,9.682370
476,100    ,9.060695
477,100   ,10.357891
478,100   ,11.847682
479,100   ,10.867111
480,100    ,9.572104
481,100   ,10.835554
482,100    ,9.808302
483,100    ,9.117286
484,100   ,10.630706
485,100   ,10.229958
486,100   ,10.072907
487,100   ,10.083658
488,100   ,10.108970
489,100    ,9.578765
490,100   ,11.122903
491,100    ,9.805336
492,100    ,9.159129
493,100   ,10.246941
494,100   ,10.972175
495,100   ,10.146324
496,100    ,9.770129
497,100   ,10.077258
498,100   ,10.565921
499,100    ,9.744880
500,100    ,8.945865
