Sample_Size,Sample_Mean
96,100    ,9.082217
97,100   ,10.028849
98,100    ,9.807520
99,100    ,9.402226
100,100    ,9.429382
101,100   ,10.366688
102,100    ,9.653192
103,100   ,10.081502
104,100    ,9.655909
105,100    ,9.943331
106,100   ,10.262188
107,100   ,10.315813
108,100    ,9.570220
109,100   ,10.108111
110,100    ,9.816716
111,100    ,9.549518
112,100    ,9.737885
113,100    ,9.219343
114,100   ,10.823385
115,100   ,10.506529
116,100   ,10.145682
117,100   ,10.675933
118,100    ,9.837564
119,100    ,9.442026
120,100    ,9.796162
121,100   ,10.102206
122,100    ,9.501718
123,100    ,9.983908
124,100   ,10.490250
125,100   ,10.445835
126,100    ,9.437859
127,100   ,10.556793
128,100    ,9.460227
129,100    ,9.362386
130,100   ,10.244541
131,100    ,9.833499
132,100    ,9.140440
133,100    ,9.804984
134,100   ,10.015424
135,100   ,10.352406
136,100   ,10.090525
137,100    ,9.593498
138,100    ,9.652155
139,100    ,9.019812
140,100   ,10.581084
141,100    ,9.612414
142,100   ,10.292219
143,100   ,10.691110
144,100   ,10.235515
145,100   ,10.427516
146,100   ,10.372251
147,100   ,10.226200
148,100    ,9.650537
149,100    ,9.842258
150,100    ,9.366389
151,100   ,10.272042
152,100   ,10.151793
153,100    ,9.156417
154,100    ,9.976350
155,100   ,10.107627
156,100   ,10.239432
157,100    ,9.625567
158,100   ,10.278151
159,100    ,9.858548
160,100    ,9.847098
161,100   ,10.307950
162,100    ,9.903168
163,100   ,10.330450
164,100   ,10.231459
165,100    ,9.798863
166,100    ,9.411455
167,100   ,11.172513
168,100    ,9.716391
169,100    ,9.130972
170,100    ,9.446634
171,100   ,10.300254
172,100   ,10.276779
173,100    ,9.675540
174,100    ,9.995199
175,100    ,9.693161
176,100    ,9.428350
177,100    ,9.655829
178,100   ,10.511357
179,100    ,8.898594
180,100   ,10.767563
181,100    ,9.994041
182,100    ,9.711070
183,100    ,9.773772
184,100    ,9.627485
185,100   ,10.596884
186,100    ,9.066822
187,100    ,9.595416
188,100   ,10.103228
189,100   ,10.880954
190,100   ,10.596707
191,100    ,9.214068
192,100   ,10.048620
193,100    ,9.914324
194,100   ,10.403842
195,100    ,9.432378
196,100    ,9.629886
197,100    ,8.982172
198,100    ,9.928178
199,100    ,9.677204
200,100   ,10.503645
201,100   ,10.282261
202,100    ,9.325259
203,100   ,10.352001
204,100   ,10.213605
205,100    ,9.724952
206,100    ,9.895053
207,100    ,9.533693
208,100   ,10.254245
209,100    ,8.999839
210,100    ,9.990885
211,100   ,10.547588
212,100    ,9.531180
213,100   ,10.160157
214,100   ,10.195356
215,100    ,8.784795
216,100    ,9.748178
217,100    ,9.997303
218,100   ,10.082647
219,100   ,10.271397
220,100    ,9.678035
221,100   ,10.640043
222,100    ,9.482859
223,100   ,10.061824
224,100   ,10.063267
225,100   ,10.540803
226,100    ,9.801811
227,100    ,8.921235
228,100    ,9.515577
229,100    ,9.582367
230,100   ,10.027271
231,100   ,10.290507
232,100    ,9.699136
233,100   ,10.897959
234,100    ,9.520313
235,100    ,9.623315
236,100    ,9.288415
237,100    ,9.699314
238,100    ,9.664729
239,100    ,9.356032
240,100   ,10.413731
241,100   ,11.058691
242,100   ,10.507748
243,100    ,9.907323
244,100    ,9.460379
245,100   ,10.193666
246,100   ,10.113500
247,100    ,9.714826
248,100    ,9.715767
249,100    ,9.818126
250,100   ,10.220278
251,100   ,10.405427
252,100    ,9.911919
253,100    ,9.968556
254,100    ,9.743983
255,100   ,10.937083
256,100   ,10.502793
257,100    ,9.361703
258,100    ,9.473563
259,100    ,9.273433
260,100    ,9.350444
261,100   ,10.165682
262,100   ,10.023778
263,100    ,9.581570
264,100    ,9.245399
265,100    ,9.427219
266,100   ,10.312628
267,100    ,9.948836
268,100    ,9.900490
269,100    ,9.829145
270,100   ,10.456064
271,100    ,9.765127
272,100    ,8.782630
273,100    ,9.835117
274,100    ,9.591996
275,100   ,10.079555
276,100    ,9.958190
277,100    ,9.277898
278,100   ,10.052641
279,100   ,10.115367
280,100    ,9.742652
281,100    ,9.845662
282,100    ,9.702901
283,100    ,9.316272
284,100    ,9.565141
285,100    ,9.670390
286,100   ,10.096266
287,100   ,10.925691
288,100   ,10.183856
289,100    ,9.458526
290,100   ,10.117716
291,100   ,10.281898
292,100   ,10.638534
293,100    ,9.655611
294,100    ,9.326223
295,100   ,10.253308
296,100    ,9.938022
297,100   ,10.086000
298,100    ,9.890072
299,100    ,9.668500
300,100    ,9.864716
301,100   ,10.214052
302,100    ,9.385755
303,100    ,9.544071
304,100    ,9.893413
305,100   ,10.205510
306,100   ,10.346297
307,100    ,9.708154
308,100    ,9.781328
309,100   ,10.153573
310,100    ,9.003970
311,100   ,10.138062
312,100    ,9.350983
313,100    ,9.591715
314,100   ,10.027553
315,100    ,9.560995
316,100    ,9.305633
317,100   ,10.290466
318,100    ,9.557327
319,100    ,9.498187
320,100   ,10.079997
321,100    ,9.904951
322,100   ,10.105027
323,100    ,9.629390
324,100   ,11.009500
325,100    ,9.841405
326,100   ,10.117959
327,100    ,9.606547
328,100   ,10.403950
329,100   ,10.352734
330,100    ,9.859626
331,100    ,9.197037
332,100   ,10.009826
333,100    ,9.715350
334,100    ,9.402643
335,100   ,10.836926
336,100    ,9.987216
337,100    ,9.692565
338,100    ,9.698421
339,100   ,10.825618
340,100    ,9.253852
341,100   ,10.515856
342,100   ,10.361079
343,100    ,9.808665
344,100    ,9.430870
345,100   ,10.026163
346,100    ,9.687376
347,100    ,9.856986
348,100    ,9.541107
349,100    ,9.970932
350,100    ,9.664044
351,100    ,9.402427
352,100    ,9.688125
353,100    ,9.426832
354,100   ,10.050393
355,100   ,10.426223
356,100   ,10.291543
357,100    ,8.802013
358,100   ,10.376244
359,100    ,9.753127
360,100    ,9.754030
361,100   ,10.192639
362,100   ,10.043832
363,100    ,9.642830
364,100   ,10.805213
365,100    ,9.590041
366,100    ,9.832392
367,100    ,9.379716
368,100   ,10.339270
369,100   ,10.338455
370,100   ,10.008161
371,100    ,9.855822
372,100   ,10.162287
373,100   ,10.829442
374,100    ,9.624213
375,100   ,10.242730
376,100   ,10.086346
377,100    ,8.856880
378,100   ,10.029339
379,100    ,9.930600
380,100   ,11.131975
381,100   ,10.306447
382,100   ,10.334385
383,100   ,10.526175
384,100    ,9.507185
385,100   ,10.187829
386,100   ,10.494810
387,100    ,9.554243
388,100   ,10.193468
389,100   ,10.046419
390,100   ,10.074774
391,100    ,9.223486
392,100   ,10.508966
393,100    ,9.749291
394,100    ,9.056191
395,100    ,9.372032
396,100   ,10.690588
397,100    ,9.120723
398,100    ,9.650030
399,100   ,10.394175
400,100   ,10.722629
401,100    ,9.478663
402,100   ,10.781630
403,100    ,9.904183
404,100   ,11.185779
405,100   ,10.018068
406,100   ,10.486224
407,100    ,8.954739
408,100    ,8.974600
409,100    ,9.696880
410,100   ,10.051925
411,100   ,10.460456
412,100    ,9.676323
413,100    ,9.628745
414,100   ,10.529385
415,100    ,9.728134
416,100   ,10.105707
417,100   ,10.014044
418,100   ,10.106785
419,100    ,9.624339
420,100   ,10.385885
421,100   ,10.516025
422,100   ,10.365062
423,100   ,10.168733
424,100    ,9.636862
425,100    ,9.586909
426,100    ,8.969108
427,100    ,9.354218
428,100    ,9.739145
429,100    ,9.966633
430,100   ,10.284846
431,100   ,10.047478
432,100    ,9.363814
433,100   ,10.380798
434,100    ,9.612610
435,100    ,9.925306
436,100    ,9.623614
437,100   ,10.423562
438,100    ,9.862096
439,100   ,10.724725
440,100   ,10.948307
441,100   ,10.412294
442,100   ,10.416661
443,100    ,9.752899
444,100   ,10.678623
445,100   ,10.558421
446,100   ,10.173949
447,100    ,9.936272
448,100    ,9.760419
449,100   ,10.120377
450,100   ,11.075521
451,100   ,10.558639
452,100   ,10.760056
453,100    ,9.952231
454,100    ,9.840462
455,100    ,9.865464
456,100   ,10.501823
457,100   ,10.203139
458,100    ,9.565188
459,100    ,9.988971
460,100    ,9.822831
461,100    ,9.818755
462,100    ,9.871089
463,100    ,8.718796
464,100    ,9.651647
465,100    ,9.421611
466,100   ,10.715507
467,100    ,9.754896
468,100    ,9.750492
469,100   ,10.264307
470,100    ,9.543981
471,100   ,10.454073
472,100   ,10.160933
473,100    ,9.854062
474,100   ,10.119790
475,100    ,9.942906
476,100    ,9.886850
477,100    ,9.154963
478,100   ,10.636957
479,100   ,10.125422
480,100   ,10.078583
481,100    ,9.997810
482,100    ,9.524921
483,100    ,9.632818
484,100    ,9.657067
485,100    ,9.943979
486,100    ,9.951927
487,100    ,9.178117
488,100   ,10.494519
489,100   ,10.469895
490,100   ,10.283347
491,100    ,9.857390
492,100   ,11.135002
493,100    ,9.986453
494,100    ,9.149020
495,100   ,10.705296
496,100    ,9.900623
497,100   ,10.268331
498,100   ,10.913815
499,100    ,9.502910
500,100   ,10.368618
